Arnaud Dumoulin, Rue de Liège,261,5310,Longchamps,0478 58 45 82,31/10/1994,ArnaudDumoulin@rhyta.com,Somenclover,eSh8cheegh,50.654697, 4.929385,
Frédéric Couet, Rue des Laderies,177,5080,Villers-lez-Heest,0471 77 57 02,31/10/1981,FredericCouet@jourrapide.com,Nows1981,yioS0gaol,50.438426, 4.844611,
Marc Clavette, Rue de Baras,21,3980,Tessenderlo,0479 97 25 30,16/8/1959,MarcClavette@dayrep.com,Ancruch,eejooN7Eefoh,51.140055, 5.052305,
Forrest Séguin, Industriestraat,56,9450,Denderhoutem,0489 87 70 84,9/8/1960,ForrestSeguin@armyspy.com,Spithe,eKeet1noo5,50.926833, 3.982589,
Ernest Bonsaint, Industriestraat,157,9800,Deinze,0497 15 22 82,2/3/1957,ErnestBonsaint@jourrapide.com,Joincte,eihoo8Zae,50.943107, 3.548986,
Agramant Laprise, Rue du Pont Simon,337,1390,Archennes,0499 42 45 24,24/12/2002,AgramantLaprise@dayrep.com,Sence2002,zoofahQuaa6,50.818489, 4.738409,
Christophe Deblois, Rue de la Sarthe,57,5575,Houdremont,0477 47 47 65,27/8/1958,ChristopheDeblois@jourrapide.com,Allashom,mear1aiNg,50.067687, 4.999487,
Marmion Dubois, Rostsestraat,30,5600,Franchimont,0470 59 05 88,18/9/1983,MarmionDubois@armyspy.com,Wimenceph,Phui0keSee2,50.313931, 4.522514,
Cloridan Langelier, Courtensdreef,188,7911,Herquegies,0472 77 67 51,20/6/2002,CloridanLangelier@dayrep.com,Thaboated,Aer3ieth0,50.598621, 3.832235,
Luc Desforges, Industrieweg,124,5500,Bouvignes-sur-Meuse,0477 95 46 17,12/8/1957,LucDesforges@rhyta.com,Sabst1957,ag5vaQu7tah,50.312645, 4.834114,
Sacripant Lamare, Rue de Boneffe,333,5550,Orchimont,0472 11 59 62,24/9/1960,SacripantLamare@teleworm.us,Takintime,aiPa1Eet7goh,49.975678, 5.055237,
Florus Ruel, Rue Grande,31,7730,Bailleul,0493 36 23 67,25/2/1961,FlorusRuel@rhyta.com,Dishice,Aiwah3cie,50.786041, 3.242113,
Mason Deserres, Rue Jean Lorette,273,1402,Thines,0495 12 09 61,31/7/1998,MasonDeserres@dayrep.com,Arimand,ouvaa1eiCu,50.672308, 4.395172,
Grégoire Lamarre, Chaussée de Liège,477,4460,Horion-Hozémont,0480 74 36 23,2/6/1998,GregoireLamarre@jourrapide.com,Beardiesuch,aPhahPah1xai,50.68708, 5.468936,
Thiery Sabourin, Rue du Monument,200,4520,Antheit,0488 54 71 29,7/3/1964,ThierySabourin@dayrep.com,Thap1964,Cheedah4oh1in,50.49009, 5.256605,
Barry Lachapelle, Grote Baan,272,3140,Keerbergen,0482 48 72 72,16/5/1995,BarryLachapelle@rhyta.com,Stife1995,eilieK2ieZae,51.056822, 4.716574,
Troy Voisine, Rue Libert,63,7340,Warquignies,0483 85 09 47,5/8/1985,TroyVoisine@armyspy.com,Tralk1985,cho3ohThoog,50.42778, 3.871462,
Mason Guilmette, Rue Henri Lambert,188,3840,Haren,0480 17 16 09,6/3/1975,MasonGuilmette@armyspy.com,Complefro,ahh7wai3AhC,50.864475, 5.466469,
Emmanuel Auger, Boulevard General Wahis,490,2812,Muizen,0475 30 57 59,1/4/1983,EmmanuelAuger@teleworm.us,Andrephy,ge5of6aoSee,50.964439, 4.468962,
Paul Séguin, Blekersdijk,480,5570,Dion,0479 40 69 71,19/11/1981,PaulSeguin@teleworm.us,Yourneart1981,iPei0iWoaz,50.217444, 4.956448,
William Reault, Chaussée de Wavre,443,6531,Biesme-sous-Thuin,0496 90 03 46,8/8/1960,WilliamReault@jourrapide.com,Frimake1960,Choa3uzei,50.289818, 4.279485,
Millard Aubé, Nieuwe Baan,472,3580,Beringen,0487 99 14 51,23/9/1973,MillardAube@teleworm.us,Thavis,IeNein3ae,51.045938, 5.206854,
Talbot Charlesbois, De Veurs Comberg,208,9506,Waarbeke,0472 90 99 28,19/6/1955,TalbotCharlesbois@jourrapide.com,Scrues,aipaetohNg1,50.827149, 3.934365,
Odo Dubé, Machelsesteenweg,54,4850,Montzen,0477 77 73 78,2/9/1983,OdoDube@teleworm.us,Precalf,eeGo3Che1Kie,50.771556, 6.036503,
Fiacre Robert, Avenue Huart Hamoir,446,3380,Bunsbeek,0481 13 12 50,12/5/1965,FiacreRobert@armyspy.com,Wilecte,ohN1pho4vi1,50.775372, 4.85366,
Tearlach Veilleux, Rue de Berloz,209,5555,Cornimont,0471 83 15 50,13/12/1996,TearlachVeilleux@armyspy.com,Comfor,lanie1Gei,49.897896, 4.991244,
Normand Garreau, Strepestraat,352,7890,Lahamaide,0496 21 74 74,24/1/1979,NormandGarreau@dayrep.com,Oformetake79,cimae4aeBa,50.805983, 3.688279,
Arno Lacombe, Perksesteenweg,304,7543,Mourcourt,0482 24 35 83,22/3/1968,ArnoLacombe@armyspy.com,Rowdre,ahTh8hei,50.641918, 3.441356,
Iven Guibord, Molenstraat,253,6560,Solre-sur-Sambre,0482 76 29 73,8/8/1973,IvenGuibord@jourrapide.com,Thoccou,pido6reiR,50.365337, 4.16186,
Franck Gousse, Strepestraat,462,4210,Lamontzée,0476 68 14 01,3/12/2005,FranckGousse@teleworm.us,Wastatile,eesaQuoh6ah,50.547541, 5.125225,
Desire Beaupré, Populierenstraat,446,8511,Aalbeke,0495 58 76 00,23/11/1950,DesireBeaupre@armyspy.com,Beecomen,theijae0Quom,50.863231, 3.299547,
Pascal Desrosiers, Route de Botrange,333,6997,Soy,0484 86 34 64,19/11/1966,PascalDesrosiers@dayrep.com,Illaxy1966,fough0Et8oo,50.263164, 5.568294,
Laurent Lapointe, Rue de Vonêche,104,6940,Grandhan,0493 65 15 20,28/11/1957,LaurentLapointe@teleworm.us,Theateran,Ix8yooc8ei9,50.336489, 5.503431,
Russell Lambert, Rue Bouhouille,472,3270,Scherpenheuvel,0474 18 94 90,6/10/1972,RussellLambert@teleworm.us,Mignan72,up9eizee0Ai,50.999621, 4.965252,
Donatien Guertin, Schoolstraat,356,1741,Wambeek,0498 55 15 95,15/5/1990,DonatienGuertin@dayrep.com,Tomake1990,SooChu4eegh,50.798098, 4.282422,
Eugène Houde, Lodorp,135,1830,Machelen,0473 59 80 69,29/6/1989,EugeneHoude@jourrapide.com,Flaved,yahmohS7,50.821938, 4.370072,
Tearlach Paimboeuf, Rue de Berloz,141,1450,Cortil-Noirmont,0489 22 61 06,23/10/1997,TearlachPaimboeuf@armyspy.com,Whall1997,moo7Wohshoo,50.593276, 4.661747,
Théophile Vachon, Rostsestraat,115,3798,Fouron-le-Comte,0474 45 27 00,18/4/2003,TheophileVachon@rhyta.com,Grited,uhuu3eeZee,50.712324, 5.667253,
Eustache St-Jean, Lange Elzenstraat,488,3960,Bree,0482 67 36 26,6/9/1975,EustacheSt-Jean@jourrapide.com,Shaboys,Soo6Zoo8ph,51.096756, 5.698036,
Auguste Barrière, Strepestraat,318,4600,Lanaye,0493 74 79 06,7/7/1983,AugusteBarriere@armyspy.com,Thinficess,loik2Eif1,50.774702, 5.718996,
Michel Carignan, Rue du Bois Colau,355,8800,Oekene,0495 85 72 24,17/10/2001,MichelCarignan@jourrapide.com,Dousedise2001,JoozooC9s,50.999152, 3.169925,
Jay Duhamel, Rue Henri Lambert,134,5541,Hastière-par-Delà,0486 85 29 40,30/3/1956,JayDuhamel@jourrapide.com,Insing,aeL9Ieshoo7,50.259586, 4.868995,
Louis Fréchette, Rue du Château,251,4357,Limont,0471 75 19 53,21/10/1993,LouisFrechette@dayrep.com,Whountly,aikiv3Il,50.578679, 5.296987,
Gauthier Lajeunesse, Drève des Bouleaux,403,7500,Ere,0471 30 29 10,13/10/2005,GauthierLajeunesse@rhyta.com,Baccough2005,Iel7ungoo,50.504434, 3.329107,
Artus Gamelin, Rue Dielhère,254,6890,Redu,0477 14 65 94,20/5/1954,ArtusGamelin@dayrep.com,Carld1954,yuaB7uMu,49.976272, 5.199644,
Armand Dupont, Rue des Laderies,204,7812,Villers-Saint-Amand,0479 37 62 30,5/8/1964,ArmandDupont@dayrep.com,Havilly,Aesheij1bie,50.590884, 3.740492,
Serge Brisette, Heirstraat,179,6987,Marcourt,0499 18 21 59,28/8/1986,SergeBrisette@dayrep.com,Ustract,Koojoo3Xa,50.164475, 5.550428,
Aubin Lalonde, Tiegemberg,420,8820,Torhout,0479 84 26 74,23/4/1984,AubinLalonde@dayrep.com,Wayer1984,ooTi0lah,51.009822, 3.196646,
Quincy Therriault, Rue Bouhouille,175,2970,Schilde,0478 41 58 01,4/10/1994,QuincyTherriault@teleworm.us,Thfuld,ehiePhei7pa,51.309082, 4.651889,
Xarles Masson, Rue de la Rulles,296,7330,Saint-Ghislain,0483 69 70 87,12/11/1988,XarlesMasson@jourrapide.com,Thertat,reoyaiQua3vah,50.463915, 3.8567,
Aloin Chastain, Avenue des Sartiaux,170,3370,Willebringen,0495 62 31 51,8/6/1983,AloinChastain@teleworm.us,Douner,ohX4aiNo,50.857272, 4.797991,
Jules Rocher, Avenue Emile Vandervelde,428,5620,Rosée,0487 15 86 83,26/3/1996,JulesRocher@armyspy.com,Fastally,rae5waoM1,50.226261, 4.607949,
Amaury Abril, Rue de la Brasserie,246,3400,Overwinden,0496 39 58 49,1/10/1961,AmauryAbril@jourrapide.com,Everporly,iemei7yeeZei,50.704439, 5.041846,
Gérard Paradis, Pierre Delannoyplaats,361,7730,Estaimpuis,0499 72 67 26,2/11/1976,GerardParadis@jourrapide.com,Lifehout,Uo9kohj3oo,50.70559, 3.356392,
Agramant Chauvet, Linieweg,319,4300,Lantremange,0472 99 49 34,22/2/2000,AgramantChauvet@dayrep.com,Trackin,tiTuh7nis9o,50.699752, 5.338252,
Mason Berie, Door Van dijckstraat,177,8860,Lendelede,0481 73 44 84,19/6/1963,MasonBerie@teleworm.us,Blighte,rae3aop1H,50.907308, 3.196011,
Isaac Brian, Blancefloerlaan,307,3190,Boortmeerbeek,0485 78 28 07,20/9/1996,IsaacBrian@dayrep.com,Whyst1996,ShooX7iecie,51.039019, 4.579647,
Xarles Paulet, Rue Engeland,16,3350,Neerhespen,0490 18 52 16,15/4/1993,XarlesPaulet@armyspy.com,Kinalwyesset,aa9hia4ieNg,50.87693, 5.0128,
Agramant Cyr, Rue du Bois Colau,346,7862,Ogy,0495 52 49 49,19/4/1964,AgramantCyr@armyspy.com,Madever,aijan6Shoh7ae,50.78559, 3.768137,
Guerin Trépanier, Perksesteenweg,352,7700,Mouscron,0489 43 90 55,10/1/2000,GuerinTrepanier@armyspy.com,Unding,Chaiv2hoo7,50.822209, 3.177072,
Gifford Chalifour, Boulevard General Wahis,120,2812,Muizen,0496 78 91 89,12/2/1978,GiffordChalifour@teleworm.us,Theshe,xuiQuie1iLah,51.031762, 4.504768,
Wyatt Pinette, Chaussée de Tirlemont,249,5580,Wavreille,0481 21 53 44,20/7/1980,WyattPinette@jourrapide.com,Diffe1980,ohMahth6,50.15659, 5.11727,
Travers Bouvier, Rue de Virton,362,6760,Ethe,0482 78 22 50,19/2/1977,TraversBouvier@jourrapide.com,Nory1977,ieC4eemah,49.52917, 5.527393,
Paul Masson, Pont du Chêne,57,7522,Blandain,0488 66 38 13,2/2/1964,PaulMasson@armyspy.com,Earter,phicaiD7I,50.589183, 3.412051,
Arnou Faure, Lodorp,169,9870,Machelen,0476 83 34 20,11/1/1973,ArnouFaure@dayrep.com,Savoid1973,OhGhah8oh,50.976786, 3.463839,
Saber Martin, Avenue Emile Vandervelde,439,4257,Rosoux-Crenwick,0487 66 76 50,17/2/2004,SaberMartin@dayrep.com,Pricandere04,aep5gea5Ah,50.6431, 5.307142,
Florismart Auberjonois, Rue du Presbytère,478,5600,Villers-le-Gambon,0483 87 78 34,10/11/2001,FlorismartAuberjonois@rhyta.com,Mandbarnot01,ait7Lai0oc,50.124147, 4.438695,
Mayhew Huard, Rue des Buissons,165,3803,Runkelen,0474 13 25 49,21/10/1994,MayhewHuard@jourrapide.com,Bobloventold,Uth3dohr,50.806101, 5.076484,
Manville Coupart, Booischotseweg,62,4101,Jemeppe-sur-Meuse,0489 85 43 17,20/9/1997,ManvilleCoupart@jourrapide.com,Humodys1997,Odio7eiPh,50.654768, 5.497962,
Burrell Parent, Rue Libert,448,4590,Warzée,0496 69 74 31,26/3/2003,BurrellParent@teleworm.us,Pooked,shie2aeReec,50.499365, 5.422571,
Tabor Lanoie, Alsembergsesteenweg,125,8600,Nieuwkapelle,0472 67 47 88,19/1/1984,TaborLanoie@armyspy.com,Theon1984,iXieM0ieyeib,51.125344, 2.822393,
Guy Marchesseault, Jagerij,139,5670,Mazée,0472 78 58 03,2/10/1974,GuyMarchesseault@rhyta.com,Nuised,Eub9phai,50.090193, 4.79505,
Didier Chartier, Kapelaniestraat,229,7621,Lesdain,0476 42 07 87,6/8/1974,DidierChartier@jourrapide.com,Momentown74,cha9Caoshie,50.524963, 3.581355,
Garland Lécuyer, Jagerij,48,2328,Meerle,0488 79 17 66,22/1/2003,GarlandLecuyer@teleworm.us,Sied2003,aN1weth8,51.418363, 4.786408,
Xarles Lamare, Ramselsesteenweg,32,4830,Limbourg,0483 81 63 67,8/10/1960,XarlesLamare@teleworm.us,Mittle1960,gouHii7faiY,50.530797, 5.836676,
Agrican Gamelin, Rue de Piétrain,489,7034,Obourg,0479 13 62 54,15/9/1966,AgricanGamelin@teleworm.us,Oulty1966,fay1Zo0Dae,50.471091, 3.972348,
Romain Blanchard, Excelsiorlaan,248,7822,Meslin-l'Evêque,0478 40 44 98,1/2/1950,RomainBlanchard@armyspy.com,Eparequir1950,ouL6xa1Ic3i,50.715049, 3.778523,
Daniel St-Pierre, Pierre Delannoyplaats,158,8587,Espierres-Helchin,0487 40 74 44,26/8/1998,DanielSt-Pierre@teleworm.us,Saidence,Aeng0fie7poo,50.758023, 3.380122,
Roland Avare, Schietboompleinstraat,116,7070,Roeulx,0486 21 72 27,9/1/2006,RolandAvare@teleworm.us,Anothere,Tei9daba,50.622371, 4.164352,
Avenall Deblois, Rue du Thisnes,188,2470,Retie,0484 53 60 63,8/6/1967,AvenallDeblois@armyspy.com,Glintall,Ohl9quia9tae,51.178944, 5.058563,
Bartlett Bousquet, Rue du Monument,266,7387,Angreau,0472 19 41 49,18/8/1954,BartlettBousquet@dayrep.com,Flord1954,neipho0JoFi,50.305273, 3.747705,
Melville Bondy, Westdorp,77,9140,Tielrode,0492 97 27 91,17/2/1958,MelvilleBondy@rhyta.com,Uplithim58,bai8shieKeiy,51.158855, 4.331249,
Lowell Cailot, Rue Haute,207,3470,St-Margriete,0484 44 39 55,2/7/1972,LowellCailot@jourrapide.com,Miturs,ePh5shei4,50.89041, 5.077457,
Felicien Poulin, Passiewijk,330,3668,Niel-bij-As,0491 49 12 97,22/7/1982,FelicienPoulin@rhyta.com,Occes1982,aeYeepohi8d,50.997259, 5.538636,
Paul Lafontaine, Netelaan,234,3840,Kolmont,0496 33 46 13,29/9/1989,PaulLafontaine@teleworm.us,Shomence,phi3Xae6nae,50.855311, 5.344438,
Pomeroy Chaloux, Hoge Wei,2,5660,Aublain,0488 47 57 97,26/8/1987,PomeroyChaloux@rhyta.com,Distin,xei5AhV5A,50.060635, 4.445896,
Hardouin Moïse, Lange Elzenstraat,166,4020,Bressoux,0498 77 36 04,5/11/1979,HardouinMoise@armyspy.com,Somidur,aih7uB4oe1,50.654301, 5.590975,
Gérard Quirion, Pierre Delannoyplaats,90,6560,Erquelinnes,0481 55 37 38,25/1/2000,GerardQuirion@jourrapide.com,Tromeen,BeefeiMah0,50.40036, 4.161219,
Latimer Voisine, Raas van Gaverestraat,183,4280,Cras-Avernas,0478 65 79 61,6/7/1988,LatimerVoisine@teleworm.us,Tolde1988,eelahqu8Ku,50.704269, 5.109125,
Antoine Huppé, Putstraat,372,8433,Slijpe,0490 33 14 60,5/4/1977,AntoineHuppe@rhyta.com,Semandowns1977,ib2Eev6cai,51.23609, 2.901991,
Alphonse Bourget, Ramselsesteenweg,216,1300,Limal,0473 51 83 49,7/3/1989,AlphonseBourget@teleworm.us,Couray,Ie2iowe5sh,50.762036, 4.538635,
Alphonse Croquetaigne, Heuvenstraat,454,8550,Zwevegem,0488 29 33 42,27/4/1987,AlphonseCroquetaigne@dayrep.com,Gian1987,Aeg2ulas8rae,50.854469, 3.39457,
Thiery Mathieu, Rue de la Brasserie,480,4680,Oupeye,0498 57 72 24,4/8/1973,ThieryMathieu@armyspy.com,Wilefored,oRe5Boof,50.660366, 5.566242,
Latimer Sorel, Avenue des Sartiaux,357,3370,Willebringen,0473 99 72 91,7/10/1953,LatimerSorel@rhyta.com,Itakfule,ea7Eiph8ie,50.933637, 4.889454,
Tabor Berger, Blancefloerlaan,113,2850,Boom,0485 93 39 55,23/2/1985,TaborBerger@teleworm.us,Abity1985,eechohW8,51.073841, 4.300568,
Richard Simard, Witbakkerstraat,112,1640,Sint-Genesius-Rode,0484 96 54 17,17/2/1960,RichardSimard@armyspy.com,Sasts1960,biej3iRie9oo,50.756554, 4.268521,
Georges Paiement, Rue de Fontigny,271,5580,Rochefort,0478 23 26 18,17/8/1951,GeorgesPaiement@teleworm.us,Youdibetent,jaith7uR,50.286657, 5.18657,
Vernon Routhier, Perksesteenweg,302,5190,Moustier-sur-Sambre,0474 95 63 23,22/6/1985,VernonRouthier@jourrapide.com,Swor1985,die0AiS7,50.401487, 4.819879,
Louis Généreux, Korte Noordsstraat,373,8490,Varsenare,0472 43 30 22,14/7/1986,LouisGenereux@dayrep.com,Doneshearn1986,Teejoa3ai,51.191159, 3.097328,
Eugène Blondlot, Molenstraat,364,6769,Sommethonne,0486 35 80 13,2/1/1988,EugeneBlondlot@armyspy.com,Goomittle,zohf1Aef,49.485146, 5.480033,
Francis Gagnon, Rue de Baras,22,4560,Terwagne,0483 95 62 82,23/7/1972,FrancisGagnon@rhyta.com,Becals,Ohfooch1Ahqu,50.381434, 5.339828,
Forrest de Brisay, Rue de Fromelenne,442,9000,Gent,0482 10 49 57,29/7/1963,ForrestdeBrisay@armyspy.com,Nowityriet1963,hie7So2uBee,50.958861, 3.727097,
Byron Denis, Rostsestraat,106,7080,Frameries,0493 51 07 86,19/3/1975,ByronDenis@teleworm.us,Diecaut,saim8aiNg,50.505496, 3.975069,
Sumner Allard, Blancefloerlaan,172,1404,Bornival,0498 40 84 99,4/4/1953,SumnerAllard@dayrep.com,Exclore,Oon1ifah,50.651572, 4.284274,
Peppin Margand, Rue du Chapy,468,7950,Grosage,0471 18 27 41,8/10/1992,PeppinMargand@teleworm.us,Facench,gooRei7iuB2,50.585582, 3.798563,
Alexandre Lepage, Avenue Huart Hamoir,385,6927,Bure,0491 80 76 52,21/7/1960,AlexandreLepage@armyspy.com,Creatil,ideigheem1Ie,50.148533, 5.254699,
Sargent Dionne, Raas van Gaverestraat,387,5660,Cul-des-Sarts,0482 56 05 50,15/11/1993,SargentDionne@jourrapide.com,Veme1993,supeafahNg2,50.027431, 4.498184,
Fabrice Gregoire, Rue Dielhère,230,2520,Ranst,0498 80 58 63,4/11/1980,FabriceGregoire@dayrep.com,Tiondes,mieceej9E,51.189111, 4.620023,
Algernon Leroux, Rue Jean Lorette,380,6530,Thuin,0478 14 74 07,21/12/1965,AlgernonLeroux@teleworm.us,Gotin1965,yoo8Zohtie,50.329027, 4.270583,
Harcourt Gladu, Rue des Honnelles,26,8980,Zandvoorde,0495 50 75 39,27/4/1988,HarcourtGladu@rhyta.com,Senguen88,ohToo4eel7,50.941422, 3.00438,
Davet Guilmette, Aven Ackers,104,3300,Bost,0499 93 97 92,11/7/1961,DavetGuilmette@rhyta.com,Aread1961,ainoh3Ohth,50.896985, 4.904488,
Jules Des Meaux, Rue du Bienne,11,9700,Oudenaarde,0485 98 86 54,7/11/1963,JulesDesMeaux@armyspy.com,Munplad1963,voizeBaiD8co9Ee,50.889613, 3.692227,
Sidney Huot, Oostjachtpark,271,6230,Buzet,0480 15 94 71,16/11/1961,SidneyHuot@teleworm.us,Goned1961,Uosh8lei,50.496627, 4.604173,
Ranger Vincent, Rue de Virton,220,9940,Evergem,0482 15 66 54,12/1/1957,RangerVincent@armyspy.com,Woliftell,haiCh1esh,51.140385, 3.728492,
Avent Senneville, Rue du Moulin,126,4607,Feneur,0496 11 59 51,8/12/1969,AventSenneville@jourrapide.com,Priet1969,eiPh6ahdigh,50.820401, 5.797969,
Pierpont Asselin, Jagerij,441,9170,Meerdonk,0494 61 45 21,11/12/1961,PierpontAsselin@armyspy.com,Havemprought,AhdeG4ee,51.286567, 4.156259,
Kerman Blanc, Taille Maréchal,290,7906,Gallaix,0489 52 02 67,1/8/1960,KermanBlanc@dayrep.com,Pluence,vohtuJah6Ai,50.512435, 3.722094,
Vachel Course, Rostsestraat,98,4557,Fraiture,0471 89 05 35,10/4/1983,VachelCourse@teleworm.us,Stioneve,CaeciBoh7,50.579218, 5.488177,
Lyle Bondy, Rostsestraat,283,6800,Freux,0496 47 65 97,9/2/1991,LyleBondy@dayrep.com,Bithate,nie9Lo8Iem,49.92976, 5.205686,
Gill Chauvet, De Veurs Comberg,139,8581,Waarmaarde,0491 35 85 97,23/4/2002,GillChauvet@teleworm.us,Whapposess2002,ca2Fah4us9,50.877624, 3.561449,
Christien Proulx, Strepestraat,429,7522,Lamain,0473 76 28 55,27/10/1993,ChristienProulx@teleworm.us,Hasteral,Deexe1eeNg5,50.545738, 3.336402,
Moore Huard, Door Van dijckstraat,337,8691,Leisele,0490 83 41 47,14/7/2004,MooreHuard@teleworm.us,Incent,AhwoKie5Ah,50.960655, 2.686835,
Ignace Morel, Rue des Laderies,111,9921,Vinderhoute,0490 82 07 66,2/3/1980,IgnaceMorel@armyspy.com,Castand,aiDo4taeh,51.156672, 3.638798,
Mason Berger, Berkendreef,380,8906,Elverdinge,0476 69 64 67,19/12/1979,MasonBerger@jourrapide.com,Pron1979,choo8vaiRah,50.898614, 2.870821,
Somer Lizotte, Avenue Huart Hamoir,232,1910,Buken,0496 80 03 89,6/3/1971,SomerLizotte@dayrep.com,Havend,Ooc9Xeet,50.892062, 4.620251,
Brigliador Lamontagne, Westdorp,219,4630,Tignée,0471 55 77 06,27/11/1959,BrigliadorLamontagne@armyspy.com,Weraides,Laiz6iyee,50.710083, 5.62154,
Manville Parizeau, Schoolstraat,486,4280,Wansin,0481 97 20 26,5/3/1962,ManvilleParizeau@dayrep.com,Wency1962,jahfei2Ae,50.77832, 5.181098,
Sargent Cartier, Route de Baschamps,416,4520,Bas-Oha,0478 80 80 51,2/12/1998,SargentCartier@teleworm.us,Ectiseethe,Pai8gaid,50.60322, 5.173211,
Gifford Lespérance, Heuvenstraat,455,8550,Zwevegem,0495 31 37 08,30/5/2000,GiffordLesperance@rhyta.com,Specour2000,yeiSai4ahjo,50.713107, 3.354905,
Olivier Langelier, Ramselsesteenweg,433,4042,Liers,0475 95 61 50,2/3/2002,OlivierLangelier@armyspy.com,Imand2002,aeC8eeheeTh,50.642259, 5.496072,
Vaden Batard, Molenstraat,72,6560,Solre-sur-Sambre,0475 47 07 09,7/3/1979,VadenBatard@armyspy.com,Hativeing,ohsi8ENaeph,50.398856, 4.005221,
Saville Doyon, Rue de Boneffe,342,1745,Opwijk,0498 24 96 82,7/9/1972,SavilleDoyon@teleworm.us,Dingence,heeghai4X,50.877428, 4.148483,
Xavier Huard, Drève des Bouleaux,266,4800,Ensival,0483 12 92 59,20/8/1980,XavierHuard@jourrapide.com,Ming1980,Uoju9aikei,50.69954, 5.762617,
Leroy L'Anglais, Schoolstraat,383,1457,Walhain,0499 65 30 62,7/6/1989,LeroyLAnglais@jourrapide.com,Uppeathe,ohJail4ah,50.630913, 4.747175,
Varden Authier, Rue du Vert Galant,423,2242,Pulderbos,0493 66 34 63,13/5/1969,VardenAuthier@dayrep.com,Perepies69,ooNi5Noowee,51.169148, 4.70846,
Curtis Chastain, Rue de la Tannerie,362,5590,Haversin,0492 18 62 68,13/3/2004,CurtisChastain@teleworm.us,Gosed2004,Zacaeroz6,50.362475, 5.056046,
Montague Blanchard, Booischotseweg,115,6120,Jamioulx,0487 58 25 86,27/5/1992,MontagueBlanchard@teleworm.us,Thertions,hieph7Aob0,50.543459, 4.289025,
Michel Brousseau, Sur les Tailles,255,6220,Fleurus,0470 13 63 66,16/11/1999,MichelBrousseau@teleworm.us,Squity,OeZ0quaraiph,50.499384, 4.485619,
Hamilton Tétrault, Rue Camille Joset,297,6044,Roux,0478 32 80 60,6/2/1966,HamiltonTetrault@teleworm.us,Arefling,uTahw8Daet,50.473278, 4.347621,
Julien Garnier, Rue Libert,469,5310,Waret-la-Chaussée,0494 39 63 77,26/2/1988,JulienGarnier@jourrapide.com,Casuld,Izaaj9Th,50.569011, 4.962695,
Landers Morneau, Rue Camille Joset,370,4120,Rotheux-Rimière,0481 80 85 18,21/2/1979,LandersMorneau@dayrep.com,Inedan,zeiJoh9th,50.441418, 5.470521,
Ferragus Pouchard, Tiegemberg,231,5140,Tongrinne,0485 37 07 40,7/2/1964,FerragusPouchard@jourrapide.com,Cligh1964,gaiB1eeJ,50.466955, 4.528187,
Jeoffroi Lampron, Rue de la Sarthe,34,6990,Hotton,0492 80 01 74,30/4/1966,JeoffroiLampron@rhyta.com,Becia1966,eeZ6ePhi2t,50.204576, 5.325398,
Peverell Giguère, Hooivelden,394,3300,Kumtich,0481 47 39 44,10/2/1997,PeverellGiguere@teleworm.us,Plent1997,oe3Auchaim,50.851032, 5.050715,
Fletcher Provencher, Rue du Vert Galant,486,7760,Popuelles,0481 70 73 55,29/5/1986,FletcherProvencher@teleworm.us,Bence1986,Tei1joh6aeth,50.777423, 3.391334,
Mercer Pouchard, Poolse Winglaan,163,9830,Sint-Martens-Latem,0474 39 32 69,27/10/1976,MercerPouchard@dayrep.com,Eltaing,bae1Cheu7,51.003587, 3.675765,
Quincy Lebel, Rue de Fontigny,392,6460,Robechies,0473 81 00 88,14/5/1972,QuincyLebel@armyspy.com,Accandon1972,eiG2ienoocie,49.995333, 4.241858,
Royce Houde, Courtensdreef,492,3191,Hever,0479 22 73 29,16/2/1999,RoyceHoude@armyspy.com,Nothem,Bohl1ahl4ie,51.076157, 4.498114,
Aymon Briard, Poolse Winglaan,228,9042,Sint-Kruis-Winkel,0476 90 51 19,4/9/2002,AymonBriard@rhyta.com,Glesing,eiguFi4aih0,51.134073, 3.803087,
Latimer Bourque, Jagerij,78,5372,Méan,0495 18 27 05,2/5/1974,LatimerBourque@teleworm.us,Beenst,weica1eeG8o,50.353398, 5.175474,
Arthur Clément, Rue de la Sarthe,352,8630,Houtem,0498 93 76 03,24/3/1998,ArthurClement@teleworm.us,Ittless,iDooyie0si,51.15955, 2.635241,
Clovis Michel, Bessenveldstraat,459,4400,Mons-lez-Liège,0494 59 30 00,6/6/1975,ClovisMichel@armyspy.com,Warmaded,seiG3ooth8ee,50.577938, 5.37231,
Ray Bélanger, Korte Noordsstraat,426,6741,Vance,0475 17 09 85,19/12/1958,RayBelanger@armyspy.com,Dungliand,OoPhuqu0w,49.716392, 5.619407,
Charles Croteau, Drève des Bouleaux,55,9420,Erondegem,0493 55 35 22,17/4/1952,CharlesCroteau@teleworm.us,Witill,fei8Ahyoo8,50.952527, 3.97856,
Arnou St-Jean, Excelsiorlaan,65,7822,Meslin-l'Evêque,0480 24 99 17,15/12/1951,ArnouSt-Jean@dayrep.com,Sibluself,ieGie9uvee2,50.708237, 3.680698,
Loyal Senneville, Raas van Gaverestraat,40,5660,Couvin,0476 13 08 55,25/7/1962,LoyalSenneville@jourrapide.com,Citiold,Peegh7xah,50.054467, 4.601387,
